"","run","profit.multiplier","risk.multiplier","vision.mode","sense.radius","failure.max","turtle.coloring.mode","failure.min","max.ticks","color.patches.by","num.investors","time.horizon","tick","wealth","failures","profit","risk"
"168",168,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,123589.007186509,0.83,7121.86289315689,0.0325076003904608
"169",169,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,130363.556457076,0.82,7095.15424540592,0.0320488755786774
"170",170,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,132104.176911595,0.81,6992.72983053773,0.0314924225001799
"171",171,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,139645.731674209,0.59,7231.60160028939,0.026162120268943
"172",172,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,118305.47608106,0.9,7007.50054383872,0.0310815712359819
"173",173,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,129056.677063276,0.91,7209.03721113695,0.0317536322493976
"174",174,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,131047.600174388,0.81,6952.51216531767,0.0326440328816113
"175",175,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,121157.288354728,0.93,7102.33164365824,0.031484732123304
"176",176,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,133818.770953254,0.8,6902.44282025874,0.0309164583961537
"177",177,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,128440.041050302,0.81,7543.16510538123,0.0315075376191643
"178",178,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,132070.507155197,0.74,7574.99081710972,0.0327487005506956
"179",179,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,131119.706004851,0.92,7168.78955424559,0.0316128874697421
"180",180,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,9,24,123799.737658621,0.88,7180.47283544017,0.0318691419818393
"181",181,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,141862.245791052,0.65,7016.12209330446,0.028844988073452
"182",182,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,134063.535022248,0.67,7293.92377360281,0.0343648622937777
"183",183,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,122116.81810717,0.82,7030.45875030469,0.0314998923276461
"184",184,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,139542.253954235,0.64,7021.71852400252,0.0304419679757683
"185",185,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,124286.219115521,0.82,6927.14641690263,0.0289896174782161
"186",186,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,128576.771573436,0.84,7225.66999664931,0.0314438513570383
"187",187,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,117694.78568506,1.04,7518.72336661777,0.0302809939939371
"188",188,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,118255.952219505,0.85,7155.01802133511,0.0323382887786397
"189",189,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,134003.27605749,0.77,7088.20397187372,0.0315402842148573
"190",190,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,118798.561487038,0.83,6723.13359880953,0.0302003437161652
"191",191,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,126195.594933802,0.69,7129.66448814866,0.0297136404905665
"192",192,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,127295.371718337,0.92,7123.47578045826,0.0307713504861751
"193",193,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,123689.000109734,0.89,7209.57999654633,0.0330879652878824
"194",194,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,130578.985023036,0.77,7071.18256433523,0.0301450339774464
"195",195,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,121380.127823195,0.79,6935.86870154328,0.0287383544633663
"196",196,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,122550.182855569,0.92,7171.20690402743,0.0311427049554432
"197",197,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,117864.163198538,0.97,7118.80243284233,0.0308977843550783
"198",198,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,122664.744362855,0.87,6979.21433824359,0.0283173469636619
"199",199,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,128810.834709594,0.74,7392.79739023012,0.0306238862644303
"200",200,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,10,24,130461.693812899,0.78,6964.73698216837,0.0300017023250773
"201",201,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,132989.948548058,0.71,7547.98359049573,0.0281533838288107
"202",202,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,128713.49115939,0.89,7134.39980291618,0.031637446595062
"203",203,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,116336.664310115,0.96,6844.27263650305,0.0314124192544138
"204",204,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,115839.620002129,0.93,6642.67643927309,0.0320488581158671
"205",205,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,126524.492389171,0.74,7090.74206428584,0.0282783807914931
"206",206,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,127140.442344939,0.84,7082.87695789881,0.0282255055763323
"207",207,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,133294.523826948,0.78,7228.12957760618,0.0334482970003644
"208",208,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,123337.840394989,0.76,6915.00865163394,0.0315929295511885
"209",209,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,129756.818724893,0.89,7195.72414217793,0.030319747834241
"210",210,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,115109.813130454,1.03,7343.88186015449,0.0294500623236699
"211",211,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,119245.252552535,0.97,6869.70451820071,0.0323708472360637
"212",212,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,123042.524868525,0.87,7162.06560624593,0.0314735908402643
"213",213,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,115661.395869546,0.9,7161.51067174723,0.0332966294301327
"214",214,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,128429.312527869,1.02,7458.7474764481,0.0284812203984863
"215",215,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,133500.469829953,0.63,7013.64470033929,0.0284439272595135
"216",216,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,112623.951710867,0.98,7189.7889172107,0.0327440375360675
"217",217,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,117365.505087361,0.96,7176.51193868388,0.0293167592936466
"218",218,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,136784.952367721,0.73,7520.80765801782,0.0310395970953836
"219",219,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,123723.761187626,0.87,7445.92367013918,0.0300311169439834
"220",220,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,11,24,118121.042983165,1.02,6996.59743437141,0.0309693510248869
"221",221,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,124157.205644277,0.7,6991.84037788849,0.0280026158999782
"222",222,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,132035.063072069,0.7,6879.82279730901,0.0306506493837151
"223",223,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,128351.957954528,0.86,7202.40774040288,0.0316271763230763
"224",224,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,131597.618968216,0.73,7120.98554231419,0.0296756982441645
"225",225,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,115553.012442143,1.03,7333.96131134902,0.0304212035934283
"226",226,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,119916.430015988,0.69,6711.00726071815,0.0302152670711729
"227",227,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,124139.999022333,0.84,7136.22348147431,0.0295715241498105
"228",228,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,116646.125571403,0.89,6715.75241670573,0.0290728196767784
"229",229,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,110166.809795747,0.87,6750.45861088356,0.0315215803305623
"230",230,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,118406.009407577,0.93,6827.62483413471,0.0318998003659474
"231",231,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,128580.072278616,0.72,7065.0175565778,0.0312642431270359
"232",232,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,134479.403723676,0.78,7386.84570321761,0.027346233567623
"233",233,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,119784.184788883,0.74,6788.79812651384,0.0298503152664456
"234",234,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,138184.228379666,0.57,7009.034396755,0.0301388298618634
"235",235,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,133265.840713005,0.8,6901.474216886,0.0279092301059455
"236",236,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,122672.25436248,0.93,7197.8264898886,0.0314807702312812
"237",237,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,127539.659695376,0.92,7472.749259333,0.0323645845046706
"238",238,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,120846.677736204,0.81,6638.8344566867,0.0309037107191878
"239",239,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,117433.272161114,1.07,7167.57176442894,0.0333737138590754
"240",240,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,12,24,124234.366540072,0.82,7013.4148913432,0.0309556755113127
"241",241,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,133065.001219202,0.77,7165.49994026727,0.0318589659634287
"242",242,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,143402.618564174,0.74,7249.88719865904,0.028656867696729
"243",243,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,121467.780837939,0.94,6582.44552359006,0.0293319518854038
"244",244,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,131042.54393324,0.67,6888.42860862971,0.0285977283254157
"245",245,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,122774.127488386,0.77,6669.08985531541,0.02768001073516
"246",246,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,144036.716606508,0.53,6987.7317778101,0.0266027569592026
"247",247,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,129787.782503692,0.8,7018.43869241074,0.030748086903763
"248",248,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,113158.939442846,0.88,7108.83500528454,0.0336070688386727
"249",249,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,117582.292091174,0.85,7025.0903040841,0.0297537855277859
"250",250,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,123428.444974837,0.9,7123.91893710914,0.0320368071113205
"251",251,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,126027.932265897,0.91,7291.60142539239,0.0302003841874117
"252",252,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,127924.607979078,0.74,6984.11824222605,0.0288208333661286
"253",253,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,122215.827202265,0.77,6680.52596291274,0.0296351741261555
"254",254,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,126064.051464241,0.89,7043.38742036042,0.0308293363706321
"255",255,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,131829.904422501,0.62,6678.46031956982,0.029976518278171
"256",256,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,133190.007016661,0.7,7237.31089134268,0.025864061042901
"257",257,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,131212.865223015,0.71,6811.07546109863,0.0283157022683506
"258",258,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,116900.349862118,0.95,7070.33846378484,0.0315086778912224
"259",259,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,132716.289685259,0.71,7163.01073788883,0.030867190167987
"260",260,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,13,24,133177.150125574,0.86,7139.45338442864,0.0312075786916968
"261",261,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,126582.589794657,0.82,6774.01221062398,0.030287353049304
"262",262,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,132632.726238034,0.73,7049.82518652698,0.0289357698690408
"263",263,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,117261.381240419,0.75,6877.55492898741,0.0294778832382909
"264",264,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,116816.419453944,0.86,7150.66827705958,0.0308110180435262
"265",265,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,117473.097548838,0.83,6955.65600873537,0.0276225768834886
"266",266,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,133866.570359016,0.72,7086.59112253381,0.0296796454829873
"267",267,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,117010.948444165,0.97,7189.44256826569,0.0315478751195471
"268",268,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,128672.989981742,0.65,7054.99532511419,0.0290905549021393
"269",269,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,117527.342892978,0.79,6558.05781305571,0.0307109760854157
"270",270,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,118413.998086109,0.89,6725.1629101657,0.0298512472700626
"271",271,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,130766.155765433,0.79,7133.27870251558,0.0296948406757025
"272",272,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,121745.418671673,0.78,7039.55228675812,0.0293440110582224
"273",273,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,129873.615849385,0.77,6612.03902403472,0.0291557916074543
"274",274,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,127836.109114082,0.85,6994.69602091552,0.0276144845518804
"275",275,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,121560.399919061,0.84,6920.34624573,0.0279664869564269
"276",276,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,132454.91383556,0.65,7093.59457805622,0.0293000178336374
"277",277,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,129690.726318478,0.77,7361.74309799607,0.0313190612906147
"278",278,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,125841.701699336,0.85,7079.96966430832,0.029773397795933
"279",279,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,111038.044960712,0.95,7059.27543401628,0.0322698178706024
"280",280,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,14,24,125509.624386015,0.73,7053.66494143043,0.0286938187987952
"281",281,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,129813.757726935,0.6,7098.76749991986,0.0290604793184281
"282",282,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,124746.475119942,0.76,6734.95618155039,0.0289028816431511
"283",283,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,131797.81687986,0.71,7069.41154857853,0.0287892244047028
"284",284,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,136231.735655842,0.69,7148.01439564949,0.0316011974744549
"285",285,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,130531.152021656,0.69,7065.03744350376,0.0293873964372401
"286",286,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,120910.922009923,0.87,6747.8625650754,0.031882122056443
"287",287,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,133874.889357926,0.66,7141.46514190178,0.029386206130398
"288",288,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,124403.154740206,0.91,6714.7095329452,0.0314423759343091
"289",289,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,130355.978274446,0.77,7404.32616860632,0.0295036702453838
"290",290,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,113545.682050658,0.89,6784.50357172868,0.0306022031940502
"291",291,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,116316.884825232,0.91,7136.16778297069,0.030671178692759
"292",292,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,124517.986700804,0.77,6647.73143984313,0.0272295365847685
"293",293,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,131762.239259177,0.9,7182.65673990057,0.0296978137727721
"294",294,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,129279.335293232,0.69,6793.30815909342,0.0300994411873484
"295",295,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,122816.981607331,0.79,6792.44928125033,0.0304261879212589
"296",296,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,134121.268607029,0.7,6846.8374378011,0.0292120621065036
"297",297,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,121919.069951813,0.76,7069.51740179336,0.0289021464766109
"298",298,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,115687.593388214,0.98,7206.11002462171,0.0334956036013343
"299",299,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,120963.720487953,0.72,6728.25457973423,0.0286097182597596
"300",300,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,15,24,119748.348345288,0.74,6863.57589753587,0.0296973121182304
"301",301,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,124927.048195435,0.69,6803.29477119489,0.0280258371523851
"302",302,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,116609.611425918,0.82,7053.51994116726,0.0299740819152767
"303",303,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,118037.847740415,0.94,6913.32044890809,0.030907269154443
"304",304,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,129047.457881008,0.6,6620.27048467549,0.0277681749842707
"305",305,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,121872.453927015,0.67,6755.3483101959,0.0259193613528719
"306",306,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,115955.578051949,0.92,6952.92471046763,0.0322716007454364
"307",307,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,119970.70112681,0.8,6786.60159635745,0.0277443643506983
"308",308,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,128825.234188509,0.9,7109.65984221,0.0311994451465161
"309",309,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,115013.471594308,0.83,6970.76185838197,0.0307905755807665
"310",310,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,128519.028638128,0.63,6793.58379922225,0.0287932160928361
"311",311,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,121266.332797032,0.77,6762.18464118812,0.0316893717315507
"312",312,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,115286.358354161,0.89,6828.60509107012,0.028251257774745
"313",313,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,119982.823993413,0.87,7109.5864729326,0.028832313808582
"314",314,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,123584.455398431,0.82,7140.90998832808,0.0301615934377626
"315",315,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,116679.127787119,0.94,6883.90885009309,0.0319894433158293
"316",316,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,132323.163862927,0.79,7110.2278815591,0.0287715119232367
"317",317,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,119591.556812518,0.89,6821.17801882497,0.0277372312285376
"318",318,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,124019.806300617,0.83,7186.89604938256,0.0308464682586494
"319",319,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,129106.582126632,0.71,6575.49929406017,0.0281627346884211
"320",320,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,16,24,112778.647178696,0.68,6586.48012999219,0.028724073785634
"321",321,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,126093.710637471,0.75,6725.69183727541,0.0306358998123169
"322",322,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,126941.829469584,0.84,7200.96789167295,0.0297390287056314
"323",323,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,129663.997348813,0.78,6768.40070915445,0.0293543100814943
"324",324,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,116460.924030183,0.75,6461.10486197191,0.0280486352273788
"325",325,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,128466.624113259,0.73,6800.88722384608,0.0295318502516374
"326",326,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,120318.786195835,0.96,7177.59594020153,0.031393673857504
"327",327,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,125210.994863974,0.71,6920.58653976387,0.0277524593974887
"328",328,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,132179.322550053,0.66,7009.59188898957,0.0294778580953283
"329",329,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,115822.878295835,0.85,6745.31726468673,0.0295502768856333
"330",330,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,103763.721059234,0.91,6335.83115365769,0.0322985741868984
"331",331,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,106536.602016611,0.92,6635.5174489626,0.0285597792376393
"332",332,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,110700.964074999,0.88,7032.32912983489,0.031392508907493
"333",333,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,115883.519623846,0.8,6504.13590682865,0.0304563428831198
