"","run","profit.multiplier","risk.multiplier","vision.mode","sense.radius","failure.max","turtle.coloring.mode","failure.min","max.ticks","color.patches.by","num.investors","time.horizon","tick","wealth","failures","profit","risk"
"334",334,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,113201.718724174,0.92,6666.54489575426,0.0288076963559984
"335",335,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,126556.378664117,0.83,7180.77071518036,0.0292160905249052
"336",336,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,108443.678407936,0.78,6642.82194104722,0.0283632221999862
"337",337,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,123864.976583227,0.72,6880.45750986685,0.0293929621670903
"338",338,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,126592.460664209,0.62,6567.38153479319,0.0270712279203949
"339",339,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,119310.073833592,0.83,6884.30773617787,0.0315525164355948
"340",340,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,17,24,119028.369772188,0.9,7195.01172973766,0.033774962994937
"341",341,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,119701.571956013,0.72,6525.48502992425,0.027263053348994
"342",342,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,108850.806258092,0.85,6747.05565129259,0.0322955895801445
"343",343,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,125623.834319177,0.79,6937.76842874369,0.0319264723117985
"344",344,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,124212.932472565,0.71,6859.30054293617,0.0313259124597203
"345",345,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,110508.166522059,0.84,6740.56289286008,0.0307815405434418
"346",346,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,115635.563203027,0.78,6790.69433918428,0.0319324933454023
"347",347,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,112147.059073699,0.83,6401.75748612446,0.0272751224369644
"348",348,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,124512.026819981,0.71,6901.61427254473,0.0268703669929892
"349",349,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,115449.380831764,0.81,6736.50154560253,0.0285582227367262
"350",350,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,138840.932045261,0.63,6801.18607401154,0.0273364578381013
"351",351,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,135801.331166886,0.49,7130.72487025373,0.026434588219451
"352",352,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,121727.547892395,0.83,7115.69718805634,0.0284118554964569
"353",353,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,139733.273871817,0.59,7022.71906597362,0.0276952590207613
"354",354,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,126550.127341159,0.74,6889.75388318539,0.0283158957919143
"355",355,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,110261.496665531,1.11,6831.73678479846,0.0326833881296863
"356",356,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,124331.926374649,0.8,6622.88951927593,0.0305148374395715
"357",357,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,122752.302211908,0.9,7068.35336913937,0.0316597551214675
"358",358,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,127232.630043453,0.7,7189.79194916148,0.0305019567072487
"359",359,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,115255.699262924,0.94,6561.20725958025,0.0295752112182037
"360",360,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,18,24,129774.380844762,0.85,7184.88749197538,0.0304680417795061
"361",361,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,127114.422773255,0.74,6949.22570861952,0.025848998699049
"362",362,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,126094.863150377,0.77,6841.86643788429,0.0281645212181406
"363",363,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,118400.963700003,0.87,6939.44711984673,0.0316075618196108
"364",364,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,130873.8890394,0.64,6910.5194481944,0.0266261821453225
"365",365,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,132548.7218682,0.6,6934.03020479619,0.0311970368189551
"366",366,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,124061.807348773,0.7,6679.79562574267,0.0273443495804062
"367",367,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,126566.368740466,0.68,6789.61393184371,0.02728740672942
"368",368,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,127255.246536316,0.68,7082.92295741436,0.0287459307268549
"369",369,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,119934.146263527,0.88,6550.77784807969,0.0297168405978065
"370",370,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,129457.124315595,0.68,6802.13885558417,0.0281901331311351
"371",371,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,123826.642906622,0.82,7207.89989232656,0.029432974607171
"372",372,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,123015.988139134,0.82,6681.77554874428,0.0297532824871553
"373",373,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,126586.158591964,0.85,6885.80607127889,0.0302072853524901
"374",374,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,112914.459806022,0.91,6964.46336702557,0.0310140475100176
"375",375,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,110397.634247532,0.75,6746.04545625675,0.0258985020549682
"376",376,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,122794.251084891,0.78,6986.2603838187,0.0298446245171318
"377",377,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,116618.115381638,0.8,7003.84757868127,0.0302245813734253
"378",378,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,111732.219533093,0.91,6846.02788897341,0.0292313169135654
"379",379,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,118879.378624447,0.77,6818.89106978816,0.0280948114422292
"380",380,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,19,24,137922.729787292,0.66,7035.14079665871,0.029226233748997
"381",381,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,119772.665872023,0.71,6753.53366272534,0.0295533143311367
"382",382,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,126379.715550025,0.67,6715.14647495628,0.0294268568818672
"383",383,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,110857.742366066,0.72,6371.06811474971,0.0286281869814748
"384",384,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,114852.237750438,0.83,6723.30971014446,0.0300599253751157
"385",385,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,111391.250559834,0.75,6413.92364187593,0.0288489326909409
"386",386,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,126971.582209842,0.75,6920.34562041882,0.0313830387793963
"387",387,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,118929.946313238,0.74,6550.40330470675,0.0291111151191068
"388",388,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,122043.457141881,0.95,7138.64393025261,0.0303087498326578
"389",389,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,125572.091156748,0.69,7119.24695704524,0.0272854786805565
"390",390,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,121898.471786096,0.79,6720.79365088407,0.028402896670481
"391",391,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,111342.211452313,0.96,7297.55653794553,0.0307688576193404
"392",392,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,124605.40426444,0.72,6553.05018798216,0.0272332722645127
"393",393,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,122317.059799882,0.68,6801.47965987127,0.028211261221008
"394",394,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,126608.307534446,0.84,6609.27021273532,0.0296935343068697
"395",395,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,122011.616741846,0.67,6818.47740083309,0.0296899479013889
"396",396,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,103520.981703372,0.98,6900.58059130182,0.0298155648220287
"397",397,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,118361.793709334,0.72,6811.7129035266,0.0256981602965021
"398",398,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,120747.869977373,0.69,6737.19225203513,0.0274972976783558
"399",399,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,125024.702660244,0.76,7177.70139059267,0.028148615014433
"400",400,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,20,24,116935.201998596,0.75,6959.83679460907,0.0290949087136805
"401",401,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,131515.806417177,0.71,6917.34650585422,0.0281952128509472
"402",402,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,120304.641481494,0.82,7075.89896732194,0.0283057640049541
"403",403,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,126446.86785399,0.64,6694.60566073359,0.0269243654698511
"404",404,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,119032.660530914,0.67,6509.47669942284,0.0270573970929951
"405",405,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,129563.246772379,0.62,6615.56764396561,0.0266498451265219
"406",406,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,112338.793628775,0.9,6609.9257178004,0.0280742642335784
"407",407,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,132897.731066938,0.65,6929.1749871979,0.0260581585954666
"408",408,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,123251.030857022,0.7,6973.04456389859,0.0282880195450012
"409",409,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,118769.877505475,0.81,6757.5085092419,0.0320857325153441
"410",410,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,124781.70562246,0.73,6786.31350685493,0.0304296922568028
"411",411,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,129679.466000601,0.73,7034.68250195028,0.0301089543951051
"412",412,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,125190.877603454,0.65,6869.47187075512,0.0266733794905703
"413",413,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,117065.049687785,0.76,6611.32915478936,0.0315443855424158
"414",414,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,119335.512447698,0.74,6489.29994971562,0.0297006124775284
"415",415,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,130373.304979232,0.51,6376.36012629188,0.0260924535249138
"416",416,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,122445.666704156,0.65,6211.39814399818,0.0279710452021852
"417",417,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,136677.834402025,0.67,7290.59349345637,0.0295137764439624
"418",418,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,112782.638243277,0.86,6692.87708328064,0.0282053794705728
"419",419,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,121488.181467117,0.64,6698.77063470341,0.0280203873390989
"420",420,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,21,24,121710.788779763,0.64,6701.5289154673,0.0275283754490798
"421",421,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,109777.114532122,0.74,6435.81859918926,0.0267969837376208
"422",422,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,123253.98460356,0.64,7046.44734935878,0.0259680886182571
"423",423,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,115803.390495007,0.66,6413.96009859515,0.0286540900085055
"424",424,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,115759.992275109,0.74,6400.30153941212,0.0300365100380109
"425",425,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,123005.216725942,0.74,6433.7982073675,0.0261274611259115
"426",426,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,124167.018916264,0.71,6925.7184439514,0.0239947822832814
"427",427,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,121759.410544786,0.76,6700.10375419004,0.0295858727109975
"428",428,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,121367.287141536,0.69,6765.12171926193,0.026709031764949
"429",429,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,125730.29284672,0.65,6717.10326166597,0.0285837854038426
"430",430,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,117971.017311075,0.71,6215.11708368629,0.0305092645076372
"431",431,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,105695.966446172,1.03,6399.17348521202,0.0294785976353961
"432",432,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,108535.235933724,0.97,6661.14714350711,0.0280228715892375
"433",433,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,113124.901042933,0.89,6937.53526852446,0.0309582307179176
"434",434,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,116154.128554014,0.85,6879.16802973165,0.0295321339696006
"435",435,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,124940.075511013,0.71,7066.98921315004,0.0264928994049057
"436",436,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,127157.053194131,0.8,6928.66543778488,0.0278026231841565
"437",437,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,112466.879880643,0.77,6404.80260620553,0.0290242520065313
"438",438,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,118226.46312854,0.79,6584.96200377114,0.0283946124299926
"439",439,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,130010.297425341,0.75,7106.76774606103,0.0289857250055153
"440",440,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,22,24,118524.333378895,0.88,6730.33693024661,0.0298829549134685
"441",441,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,122393.374727792,0.75,7076.26077863543,0.0282726382893905
"442",442,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,119833.342712681,0.74,6663.55147456373,0.0264626546938747
"443",443,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,116434.020201197,0.83,7043.69302993792,0.0286986920177888
"444",444,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,123172.202504649,0.63,6812.91021589744,0.0260679918775223
"445",445,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,115160.217726832,0.81,6969.91145039036,0.0284428722479631
"446",446,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,119188.697492783,0.87,6448.11872119912,0.0306868472294294
"447",447,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,117753.664067958,0.81,6439.64447445915,0.0289354640735242
"448",448,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,124061.331534207,0.72,6664.7277305914,0.0283193056472799
"449",449,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,126701.273816072,0.88,6599.7757658738,0.0268527433345564
"450",450,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,132004.978177876,0.62,6921.88108257949,0.0260967406968801
"451",451,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,129737.555310016,0.7,6450.51737595703,0.0286663554371564
"452",452,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,126750.691187118,0.71,6809.95079766145,0.0274015266345678
"453",453,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,128104.281614632,0.79,6817.29659251432,0.02886555713269
"454",454,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,115755.985692871,0.76,6368.56821761564,0.0292696701637285
"455",455,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,110259.116103447,0.84,6338.95827606198,0.0308044134231617
"456",456,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,106560.025241731,0.83,6465.36730483743,0.0300541784009731
"457",457,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,116018.338178743,0.81,6623.87588562721,0.0292425898275112
"458",458,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,115237.418913348,0.82,6684.05228497972,0.0296802419393708
"459",459,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,115024.590785886,0.76,6613.28462424298,0.0303921643106291
"460",460,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,23,24,122720.429050831,0.69,6487.92118355379,0.0281358093634183
"461",461,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,126900.984144262,0.67,6774.04767755796,0.0265887041757815
"462",462,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,135107.676968447,0.55,6783.06886099293,0.0268303184345937
"463",463,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,118965.088413074,0.71,6872.9528760336,0.0281515967504603
"464",464,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,113917.928086938,0.7,6484.5403324799,0.0289570036993101
"465",465,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,119086.109570826,0.77,6752.39975796857,0.0282559508411915
"466",466,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,120594.18394821,0.79,6761.94308355643,0.0290735531243304
"467",467,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,107228.283530882,0.77,6342.00029531334,0.0268541065875042
"468",468,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,122438.834704557,0.77,6525.42976469054,0.0280151551922793
"469",469,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,121367.659399241,0.71,6814.03542727991,0.0290601653672037
"470",470,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,117231.823737057,0.83,6755.2678229043,0.0274267634459588
"471",471,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,125527.903287174,0.59,6355.23077099641,0.0280664621996371
"472",472,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,117436.690618501,0.8,6375.07799385361,0.0299461084419406
"473",473,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,133915.401830345,0.6,6810.98688040969,0.0282353898809691
"474",474,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,104456.14188313,0.93,6450.16117850617,0.0293270432845028
"475",475,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,122736.439862118,0.59,6213.55599954043,0.0251778595499954
"476",476,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,123776.453449704,0.78,6734.02510970979,0.0296219751666875
"477",477,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,127409.032226888,0.73,6785.99783208504,0.028635711330318
"478",478,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,127231.829971109,0.64,6853.33767524249,0.0286840908050882
"479",479,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,117690.06107301,0.74,6721.60815757864,0.0284886226961406
"480",480,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,24,24,106458.179094685,0.97,6620.31210489565,0.0289634945903218
"481",481,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,116037.814260879,0.81,6416.81072774548,0.0293487989399064
"482",482,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,117794.089487829,0.88,6630.95308059997,0.0282836223669715
"483",483,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,115119.178668251,0.9,6579.76282654873,0.0285383172243178
"484",484,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,115270.067816702,0.72,6531.49815230588,0.0301875049538077
"485",485,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,121811.940322057,0.62,6733.06011855867,0.0290748547581454
"486",486,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,117607.649869532,0.78,6676.66445863458,0.0286916286048999
"487",487,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,121130.663054072,0.88,6963.10946536905,0.0296975805621688
"488",488,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,112022.00818707,0.72,6312.01403064154,0.0278852981841336
"489",489,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,121090.891718335,0.79,6852.56416488314,0.0290740398239128
"490",490,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,116969.48171063,0.73,6743.51288921832,0.02738291597976
"491",491,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,117402.346883984,0.64,6406.19465155904,0.0269304401947467
"492",492,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,125512.867447984,0.75,6880.64637340372,0.0275069122938467
"493",493,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,122850.649726501,0.8,6608.91130574458,0.0268311180570275
"494",494,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,120650.947133698,0.67,6365.01019309293,0.0275444693291422
"495",495,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,110067.462450389,0.87,6490.8860404935,0.0308475855858705
"496",496,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,118478.172510972,0.69,6671.16702884763,0.0265425938305731
"497",497,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,111185.887613284,0.77,6448.0995124074,0.0280849744846959
"498",498,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,117542.859736431,0.85,6859.61512131148,0.0304096262708555
"499",499,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,121233.376538775,0.64,6964.30931288591,0.0288698193523278
"500",500,1,1,"""neighbors""",2,0.1,"""wealth""",0.01,25,"""exp utility""",100,25,24,126464.57545476,0.81,6832.9151746102,0.0268952644501444
